METADATA,CH-SIA-2014,HOSPITAL
MONTHLY_MULTIPLIER,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY
WEEKDAY,1,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,2,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,3,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,4,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,5,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,6,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,7,0.43,0.15,0.15,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,8,0.55,0.21,0.21,0.55,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,9,0.77,0.43,0.43,0.77,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,10,1.0,0.54,0.54,1.0,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,11,1.0,0.65,0.65,1.0,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,12,0.88,0.54,0.54,0.88,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,13,0.66,0.32,0.32,0.66,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,14,0.77,0.43,0.43,0.77,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,15,1.0,0.65,0.65,1.0,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,16,0.88,0.54,0.54,0.88,SETPOINT,SETPOINT,1.0,0.0,0.0
WEEKDAY,17,0.77,0.43,0.43,0.77,SETPOINT,SETPOINT,1.0,0.0,0.0
